imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0012313,Das indische Grabmal zweiter Teil - Der Tiger von Eschnapur,Das indische Grabmal zweiter Teil - Der Tiger von Eschnapur,1921,1921,"Adventure, Fantasy",100,Germany,German,Joe May,"Thea von Harbou, Fritz Lang",May-Film,"Olaf Fønss, Mia May, Conrad Veidt, Erna Morena, Bernhard Goetzke, Lya De Putti, Paul Richter, Georg John","Howard is infected with leprosy, Mac Allen was captured by the Maharadsha, and now the Maharadsha offers Irene a deal: one night for letting healing Howard. She accepts, but when she tries ...",6.8,276,,,,,4,9
tt0012314,Das indische Grabmal erster Teil - Die Sendung des Yoghi,Das indische Grabmal erster Teil - Die Sendung des Yoghi,1921,1922,"Adventure, Fantasy",120,Germany,German,Joe May,"Thea von Harbou, Fritz Lang",May-Film,"Olaf Fønss, Mia May, Conrad Veidt, Erna Morena, Bernhard Goetzke, Lya De Putti, Paul Richter, Georg John",,6.7,229,,,,,5,9
tt0012334,Johan,Johan,1921,2/28/1921,Drama,84,Sweden,,Mauritz Stiller,"Juhani Aho, Mauritz Stiller",Svensk Filmindustri (SF),"Jenny Hasselqvist, Mathias Taube, Hildegard Harring, Urho Somersalmi, Lilly Berg, Nils Fredrik Widegren","On a farm in up-country Sweden, an enigmatic stranger comes to a conservative peasant community and seduces a farmer's wife.",6.9,197,,,,,1,1
tt0012349,The Kid,The Kid,1921,2/6/1921,"Comedy, Drama, Family",68,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Carl Miller, Edna Purviance, Jackie Coogan, Charles Chaplin","The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",8.3,101619,"$250,000 ",,"$26,916 ",,151,97
tt0012364,Körkarlen,Körkarlen,1921,1/1/1921,"Drama, Fantasy, Horror",100,Sweden,Swedish,Victor Sjöström,"Selma Lagerlöf, Victor Sjöström",Svensk Filmindustri (SF),"Victor Sjöström, Hilda Borgström, Tore Svennberg, Astrid Holm, Concordia Selander, Lisa Lundholm, Tor Weijden, Einar Axelsson, Olof Ås, Nils Aréhn, Simon Lindstrand, Nils Elffors, Algot Gunnarsson, Hildur Lithman, John Ekman","On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",8.1,9322,,,,,62,79
tt0012382,Leap Year,Leap Year,1924,1/11/1924,Comedy,56,USA,English,"James Cruze, Roscoe 'Fatty' Arbuckle","Walter Woods, Sarah Y. Mason",Paramount Pictures,"Roscoe 'Fatty' Arbuckle, Lucien Littlefield, Mary Thurman, John McKinnon, Clarence Geldart, Harriet Hammond, Allen Durnell, Gertrude Short, Winifred Greenwood, Maude Wayne","A young man, heir to his misogynistic and millionaire uncle, and in love with a nurse, gets in trouble when he gives advice on marriage to his girlfriends.",6.1,258,,,,,9,1
tt0012397,Little Lord Fauntleroy,Little Lord Fauntleroy,1921,9/15/1921,Drama,112,USA,English,"Alfred E. Green, Jack Pickford","Frances Hodgson Burnett, Bernard McConville",Mary Pickford Company,"Mary Pickford, Claude Gillingwater, Joseph J. Dowling, James A. Marcus, Kate Price, Fred Malatesta, Rose Dione, Arthur Thalasso, Colin Kenny, Emmett King, Madame De Bodamere, Jackie Condon, Gordon Griffith, Francis Marion",An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,6.7,262,,"$900,000 ","$1,108,882 ",,7,4
tt0012408,The Love Light,The Love Light,1921,1/9/1921,Drama,89,USA,English,Frances Marion,Frances Marion,Mary Pickford Company,"Mary Pickford, Evelyn Dumo, Raymond Bloomer, Fred Thomson, Albert Prisco, George Regas, Eddie Phillips, Jean De Briac","Angela maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor ...",6.5,330,,"$690,965 ",,,12,2
tt0012465,Miss Lulu Bett,Miss Lulu Bett,1921,11/1/1921,"Comedy, Drama",71,USA,,William C. de Mille,"Clara Beranger, Zona Gale",Paramount Pictures,"Lois Wilson, Milton Sills, Theodore Roberts, Helen Ferguson, Mabel Van Buren, Mae Giraci, Clarence Burton, Ethel Wales, Taylor Graves, Charles Ogle","A once-timid young woman gains newfound confidence after a failed marriage, much to the chagrin of her miserable family.",7,286,,,,,11,2
tt0012486,My Boy,My Boy,1921,12/1/1921,"Comedy, Drama",55,USA,English,"Albert Austin, Victor Heerman","Max Abramson, Shirley Vance Martin",Jackie Coogan Productions,"Mathilde Brundage, Claude Gillingwater, Jackie Coogan",An orphan escapes immigration officials at Ellis Island and goes to live with an old ship's master who can't find work and can't pay the rent.,6.2,230,,,,,8,
tt0012494,Der müde Tod,Der müde Tod,1921,6/9/2017,"Drama, Fantasy, Thriller",97,Germany,German,Fritz Lang,"Fritz Lang, Thea von Harbou",Decla-Bioscop AG,"Bernhard Goetzke, Lil Dagover, Walter Janssen, Hans Sternberg, Karl Rückert, Max Adalbert, Wilhelm Diegelmann, Erich Pabst, Karl Platen, Hermann Picha, Paul Rehkopf, Max Pfeiffer, Georg John, Lydia Potechina, Grete Berger","When a woman's fiancé disappears, Death gives her three chances to save him from his fate.",7.7,4695,,"$12,156 ","$12,156 ",,33,41
tt0012513,The Nut,The Nut,1921,3/6/1921,"Action, Comedy, Romance",74,USA,English,Theodore Reed,"Kenneth Davenport, Douglas Fairbanks",Douglas Fairbanks Pictures,"Douglas Fairbanks, Marguerite De La Motte, William Lowery, Gerald Pring, Morris Hughes, Barbara La Marr, Sidney De Gray",Eccentric inventor Charlie Jackson tries to interest wealthy investors in his girlfriend's plan to help children from poor neighborhoods.,6.5,194,,,,,9,2
tt0012532,Orphans of the Storm,Orphans of the Storm,1921,1922,"Drama, History, Romance",150,USA,English,D.W. Griffith,"Adolphe d'Ennery, Eugène Cormon",D.W. Griffith Productions,"Lillian Gish, Dorothy Gish, Joseph Schildkraut, Frank Losee, Katherine Emmet, Morgan Wallace, Lucille La Verne, Sheldon Lewis, Frank Puglia, Creighton Hale, Monte Blue, Sidney Herbert, Lee Kohlmar, Marcia Harris, Adolph Lestina","Two orphaned sisters are caught up in the turmoil of the French Revolution, encountering misery and love along the way.",7.4,4475,"$1,000,000 ",,,,39,21
tt0012538,Outside the Law,Outside the Law,1920,1/6/1921,"Crime, Romance, Thriller",75,USA,English,Tod Browning,"Gardner Bradford, Tod Browning",Universal Film Manufacturing Company,"Priscilla Dean, Wheeler Oakman, Lon Chaney, Ralph Lewis, E. Alyn Warren, Stanley Goethals, Melbourne MacDowell, Wilton Taylor","In this early collaboration with director Tod Browning (Dracula, Freaks), Chaney delivers a dual performance of dramatic intensity, starring as Ah Wing, a kind-hearted student of Confucian ...",6.6,441,,,,,17,8
tt0012631,Rojô no reikion,Rojô no reikion,1921,4/8/1921,Drama,91,Japan,Japanese,Minoru Murata,"Maxim Gorky, Wilhelm August Schmidtbonn",Shôchiku Kinema Kenkyujo,"Kaoru Osanai, Haruko Sawamura, Denmei Suzuki, Mikiko Hisamatsu, Ryuko Date, Yuriko Hanabusa, Sôtarô Okada, Minoru Murata, Kômei Minami, Shigeru Tsutamura, Kumahiko Mohara, Eiko Azuma, Emina Haruno, Eiko Higashi, Takeo Komatsu",,6.7,119,,,,,2,5
tt0012642,A Sailor-Made Man,A Sailor-Made Man,1921,12/25/1921,Comedy,47,USA,"None, English",Fred C. Newmeyer,"Hal Roach, Sam Taylor",Hal Roach Studios,"Harold Lloyd, Mildred Davis, Noah Young, Dick Sutherland","An idle, wealthy playboy foolishly joins the Navy when the father of the girl he wants to marry tells him to get a job to prove himself worthy.",7,901,,,,,13,5
tt0012645,Sappho,Sappho,1921,1/2/1922,Drama,82,Germany,,Dimitri Buchowetzki,"Dimitri Buchowetzki, Alexandre Dumas",Projektions-AG Union (PAGU),"Pola Negri, Johannes Riemann, Alfred Abel, Albert Steinrück, Helga Molander, Otto Treptow, Elsa Wagner, Ellinor Gynt","Richard De La Croix has a brother, Andreas, who has been driven insane by a notorious vamp and socialite named Sappho. A man-about-town named Teddy takes Richard to the Odeon to meet her, ...",6.8,114,,,,,4,2
tt0012650,Scherben,Scherben,1921,5/27/1921,Drama,50,Germany,German,Lupu Pick,"Carl Mayer, Lupu Pick",Rex-Film GmbH,"Werner Krauss, Edith Posca, Hermine Straßmann-Witt, Paul Otto","Set during the winter, the story tells the tale of a track checker and his family who live a poverty-stricken life next to a railway line. They receive a telegram announcing the arrival of ...",6.4,199,,,,,5,3
tt0012651,Schloß Vogelöd,Schloß Vogelöd,1921,4/7/1921,"Crime, Drama, Horror",75,Germany,German,F.W. Murnau,"Rudolf Stratz, Carl Mayer",Uco-Film GmbH,"Arnold Korff, Lulu Kyser-Korff, Lothar Mehnert, Paul Hartmann, Paul Bildt, Olga Tschechowa, Victor Bluetner, Hermann Vallentin, Julius Falkenstein, Robert Leffler, Walter Kurt Kuhle","In the castle Vogeloed, a few aristocrats are awaiting baroness Safferstätt. But first count Oetsch invites himself.. Everyone thinks he murdered his brother, baroness Safferstat's first ...",6.3,1273,,,,,17,33
tt0012675,The Sheik,The Sheik,1921,11/20/1921,"Adventure, Drama, Romance",86,USA,English,George Melford,"Edith Maude Hull, Monte M. Katterjohn",Paramount Pictures,"Rudolph Valentino, Agnes Ayres, Ruth Miller, George Waggner, Frank Butler, Charles Brinley, Lucien Littlefield, Adolphe Menjou, Walter Long","A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert.",6.4,2958,,,,,30,20
tt0012745,La terre,La terre,1921,7/15/1926,Drama,97,France,French,André Antoine,"André Antoine, Émile Zola",Pathé Frères,"Armand Bour, René Alexandre, Germaine Rouer, Jean Hervé, Émile Mylo, Berthe Bovy, Jeanne Briey, Jeanne Grumbach, Emile Desjardins, Max Charlier, René Hiéronimus, Armand Numès, Léon Malavier","As Jean is walking across the countryside in search of work, he helps and befriends a young woman, Françoise, who is having trouble controlling the cow that she is leading. Jean finds work ...",6.9,130,,,,,7,4
tt0012752,The Three Musketeers,The Three Musketeers,1921,8/28/1921,"Action, Adventure, Romance",119,USA,English,Fred Niblo,"Alexandre Dumas, Edward Knoblock",Douglas Fairbanks Pictures,"Adolphe Menjou, Mary MacLaren, Nigel De Brulier, Thomas Holding, Marguerite De La Motte, Willis Robards, Boyd Irwin, Barbara La Marr, Lon Poff, Walt Whitman, Sidney Franklin, Charles Belcher, Charles Stevens, Léon Bary, George Siegmann","The young Gascon D'Artagnan arrives in Paris, his heart set on joining the king's Musketeers. He is taken under the wings of three of the most respected and feared Musketeers, Porthos, ...",6.9,800,,"$3,270,000 ",,,15,13
tt0012755,Through the Back Door,Through the Back Door,1921,5/5/1921,"Comedy, Drama",89,USA,English,"Alfred E. Green, Jack Pickford","Gerald C. Duffy, Marion Fairfax",Mary Pickford Company,"Mary Pickford, Gertrude Astor, Wilfred Lucas, Helen Raymond, C. Norman Hammond, Elinor Fair, Adolphe Menjou, Peaches Jackson, Doreen Turner, John Harron, George Dromgold, Jeanne Carpenter, Walter Wilkinson","When her mother remarries, a young Belgian girl is left behind with her nurse, but when Germany invades the country, she is sent to America to find her mother.",6.8,150,,,,,8,
tt0012763,Tol'able David,Tol'able David,1921,12/31/1921,Drama,99,USA,,Henry King,"Joseph Hergesheimer, Edmund Goulding",Inspiration Pictures,"Richard Barthelmess, Gladys Hulette, Walter P. Lewis, Ernest Torrence, Ralph Yearsley, Forrest Robinson, Laurence Eddinger, Edmund Gurney, Warner Richmond, Marion Abbott, Patterson Dial, Henry Hallam, Lassie","When three thuggish men are responsible for the death of his father and the crippling of his brother, young David must choose between supporting his family or risking his life and exacting vengeance.",6.8,1685,,,,,15,7
tt0012769,Too Wise Wives,Too Wise Wives,1921,5/22/1921,Drama,80,USA,English,Lois Weber,"Lois Weber, Marion Orth",Lois Weber Productions,"Louis Calhern, Claire Windsor, Phillips Smalley, Mona Lisa",An insecure wife fears her husband may be straying back to an old flame.,5.9,125,,,,,8,
tt0012806,Vier um die Frau,Vier um die Frau,1921,2/3/1921,Drama,52,Germany,German,Fritz Lang,"Fritz Lang, Rolf E. Vanloo",Decla-Bioscop AG,"Hermann Böttcher, Carola Toelle, Lilli Lohrer, Ludwig Hartau, Anton Edthofer, Robert Forster-Larrinaga, Lisa von Marton, Gottfried Huppertz, Rudolf Klein-Rogge, Harry Frank, Paul Morgan, Gerhard Ritterband, Hans Lipschütz, Erika Unruh, Edgar Pauly","Harry Yquem, a wealthy broker, remains obsessed with delusions of his devout wife's infidelity.",6.2,298,,,,,4,5
tt0012928,Beauty's Worth,Beauty's Worth,1922,5/14/1922,"Drama, Romance",112,USA,English,Robert G. Vignola,"Sophie Kerr, Luther Reed",Cosmopolitan Productions,"Marion Davies, Forrest Stanley, June Elvidge, Truly Shattuck, Lydia Yeamans Titus, Hallam Cooley, Antrim Short, Thomas Jefferson, Martha Mattox, Aileen Manning, Gordon Dooley, Johnny Dooley","Prudence Cole is an unsophisticated Quaker girl being raised by her two aunts. Prudence is flirted with by snobbish Henry Garrison, who actually disdains the girl for her lack of ...",6,706,,,,,5,2
tt0012938,Beyond the Rocks,Beyond the Rocks,1922,5/7/1922,"Drama, Romance",80,USA,,Sam Wood,"Elinor Glyn, Jack Cunningham",Famous Players-Lasky Corporation,"Gloria Swanson, Rudolph Valentino, Edythe Chapman, Alec B. Francis, Robert Bolder, Gertrude Astor, June Elvidge, Mabel Van Buren, Helen Dunbar, Raymond Blathwayt, Frank Butler",A young woman marries an older millionaire and then falls in love with a handsome nobleman on her honeymoon.,6.8,2189,,"$265,150 ",,,51,16
tt0012952,Blood and Sand,Blood and Sand,1922,8/5/1922,"Drama, Romance, Sport",80,USA,,"Fred Niblo, Dorothy Arzner","Vicente Blasco Ibáñez, Tom Cushing",Paramount Pictures,"Rosa Rosanova, Rudolph Valentino, Nita Naldi, Leo White, Lila Lee, Rosita Marstini, Charles Belcher, Fred Becker, George Field, Jack Winn, Harry Lamont, Gilbert Clayton, Walter Long, George Periolat, Sidney De Gray",A toreador's familial and social life is threatened when he has an affair.,6.4,1179,,,,,20,12
tt0012973,Der brennende Acker,Der brennende Acker,1922,4/24/1922,Drama,98,Germany,,F.W. Murnau,"Willy Haas, Arthur Rosen",Deulig Film,"Werner Krauss, Eugen Klöpfer, Vladimir Gajdarov, Eduard von Winterstein, Lya De Putti, Stella Arbenina, Alfred Abel, Grete Diercks, Elsa Wagner, Emilia Unda, Leonie Taliansky, Georg John, Emilie Kurz, Robert Leffler, Eugen Rex","When farmer Rog dies, his son Peter stays, but Johannes can not be satisfied with such a condition (and servant Maria's love) and finds a job as old Count Rudenberg's secretary. His ...",6.9,535,,,,,13,4
tt0012975,The Bride's Play,The Bride's Play,1922,1/22/1922,Romance,70,USA,English,George Terwilliger,"Mildred Considine, Brian Oswald Donn-Byrne",Cosmopolitan Productions,"Marion Davies, John B. O'Brien, Frank Shannon, Wyndham Standing, Carl Miller, Richard Cummings, Eleanor Middleton, Thea Talbot, John P. Wade, Julia Hurley, George Spink",An Irish lass is torn between the poet who seduced her and noble man who truly loves.,6.2,243,,,,,5,
tt0013033,Crainquebille,Crainquebille,1922,10/7/1923,Drama,90,"France, Belgium",French,Jacques Feyder,"Jacques Feyder, Anatole France",Films A. Legrand,"Maurice de Féraudy, Félix Oudart, Jean Forest, Marguerite Carré, Jeanne Cheirel, René Worms, Charles Mosnier, Armand Numès, Françoise Rosay",A poor vegetable peddler in Paris runs afoul of the law and finds himself ground up in the cogs of the corrupt French judicial system.,7.1,328,,,,,10,3
tt0013059,Der var engang,Der var engang,1922,10/3/1922,"Drama, Family, Fantasy",75,Denmark,,Carl Theodor Dreyer,"Holger Drachmann, Carl Theodor Dreyer",Sophus Madsen Film,"Clara Pontoppidan, Svend Methling, Peter Jerndorff, Hakon Ahnfelt-Rønne, Mohamed Archer, Bodil Faber, Wilhelmine Henriksen, Lili Lani, Henry Larsen, Frederik Leth, Schiøler Linck, Gerda Madsen, Lars Madsen, Torben Meyer, Karen Poulsen","A beautiful but imperious princess refuses all offers of marriage, often condemning her suitors to death. The prince of Denmark comes seeking her hand and, aided by magic objects given to him by a mysterious spirit, seeks to win her love.",6.3,317,,,,,4,1
tt0013075,Dr. Jack,Dr. Jack,1922,11/26/1922,Comedy,60,USA,English,"Fred C. Newmeyer, Sam Taylor","Hal Roach, Sam Taylor",Hal Roach Studios,"Harold Lloyd, Mildred Davis, John T. Prince, Eric Mayne, C. Norman Hammond","Country Doctor, Jack Jackson is called in to treat the Sick-Little-Well-Girl, who has been making Dr. Saulsbourg and is sanitarium very rich, after years of unsuccessful treatment. His ...",7.1,1139,"$113,440 ",,,,18,7
tt0013085,Down to the Sea in Ships,Down to the Sea in Ships,1922,3/4/1923,"Adventure, Drama, Romance",83,USA,,Elmer Clifton,John L.E. Pell,Whaling Film Corp.,"Marguerite Courtot, Raymond McKee, William Walcott, Clara Bow, James Turfler, Leigh Smith, Pat Hartigan, Jack Baston, Curtis Pierce, Ada Laycock, William Cavanaugh",Story of the lives of the people in a small Quaker community and the adventures of a whaling ship.,6.2,319,,,,,16,7
tt0013086,"Dr. Mabuse, der Spieler","Dr. Mabuse, der Spieler",1922,9/30/1922,"Crime, Mystery, Thriller",242,Germany,German,Fritz Lang,"Norbert Jacques, Fritz Lang",Uco-Film GmbH,"Rudolf Klein-Rogge, Aud Egede-Nissen, Gertrude Welcker, Alfred Abel, Bernhard Goetzke, Paul Richter, Robert Forster-Larrinaga, Hans Adalbert Schlettow, Georg John, Károly Huszár, Grete Berger, Julius Falkenstein, Lydia Potechina, Julius E. Herrmann, Julietta Brandt",Arch-criminal Dr. Mabuse sets out to make a fortune and run Berlin. Detective Wenk sets out to stop him.,7.9,6839,,,,,37,74
tt0013122,La femme de nulle part,La femme de nulle part,1922,7/26/1922,Drama,61,France,French,Louis Delluc,Louis Delluc,,"Ève Francis, Gine Avril, Noémi Seize, Denise, Edmonde Guy, Roger Karl, André Daven, Michel Duran, Jean Wiener, Josie Barden, Bole, Pauline Carton, Jacqueline Chaumont, Jules de Spoly, Gérard","A woman appears at the house where she used to live a long time ago. The new inhabitants, a married couple with a toddler, welcome her to stay for the night. Meanwhile, the wife has to choose between family and adventure.",6.4,107,,,,,1,1
tt0013134,Flesh and Blood,Flesh and Blood,1922,8/27/1922,Drama,74,USA,,Irving Cummings,"Louis D. Lighton, Louis D. Lighton",Irving Cummings Productions,"Lon Chaney, Edith Roberts, Noah Beery, DeWitt Jennings, Ralph Lewis, Jack Mulhall, Tôgô Yamamoto, Kate Price, Wilfred Lucas",A convict hiding in Chinatown assumes the identity of a cripple to track down a businessman who framed him 15 years previously. He discovers that his daughter has fallen in love with the businessman's son.,6.3,136,,,,,10,
tt0013140,Foolish Wives,Foolish Wives,1922,1/11/1922,"Drama, Thriller",117,USA,English,Erich von Stroheim,"Erich von Stroheim, Marian Ainslee",Universal Film Manufacturing Company,"Rudolph Christians, Miss DuPont, Maude George, Mae Busch, Erich von Stroheim, Dale Fuller, Albert Edmondson, Cesare Gravina, Malvina Polo, C.J. Allen",A con artist masquerades a Russian nobility and attempts to seduce the wife of an American diplomat.,7.1,2777,"$1,100,000 ",,,,24,29
tt0013169,Die Gezeichneten,Die Gezeichneten,1922,2/7/1922,Drama,105,Germany,German,Carl Theodor Dreyer,"Carl Theodor Dreyer, Aage Madelung",Primus-Film GmbH,"Adele Reuter-Eichberg, Vladimir Gajdarov, Polina Piekowskaja, Sylvia Torf, Hugo Döblin, Johannes Meyer, Thorleif Reiss, J.N. Douvan-Tarzow, Richard Boleslawski, Emmy Wyda, Tatjana Tarydina, Elisabeth Pinajeff, Ivan Bulatov, Friedrich Kühne","Based on the 1918 novel 'Elsker hverandre' by Aage Madelung, the film follows various lives, one of which is Jewish girl Hanne Liebe, as she grows up, and experiences the pains of living as a Jew in Russia, leading to a revolution.",6.5,331,,,,,3,3
tt0013201,Grandma's Boy,Grandma's Boy,1922,9/3/1922,"Comedy, Family",60,USA,English,Fred C. Newmeyer,"Hal Roach, Sam Taylor",Hal Roach Studios,"Harold Lloyd, Mildred Davis, Anna Townsend, Charles Stevenson, Dick Sutherland, Noah Young, Jack Morgan",A meek young man must find the courage within when a rogue tramp menaces his home town.,7,1543,"$94,412 ",,,,24,15
tt0013223,The Headless Horseman,The Headless Horseman,1922,11/5/1922,"Comedy, Drama, Horror",68,USA,English,Edward D. Venturini,"Washington Irving, Carl Stearns Clancy",Sleepy Hollow Corporation,"Will Rogers, Lois Meredith, Ben Hendricks Jr., Charles E. Graham, Mary Foy, Bernard A. Reinold, Downing Clarke, Jerry Devine, James Sheridan, Kay MacCausland, Nancy Chase","The village of Sleepy Hollow is getting ready to greet the new schoolteacher, Ichabod Crane, who is coming from New York. Crane has already heard of the village's legendary ghost, a ...",4.9,207,,,,,9,4
tt0013332,Lorna Doone,Lorna Doone,1922,9/17/1923,"Drama, Romance",70,USA,,Maurice Tourneur,"R.D. Blackmore, Katherine S. Reed",Thomas H. Ince Corporation,"Madge Bellamy, John Bowers, Frank Keenan, Jack McDonald, Donald MacDonald, Norris Johnson, Mae Giraci, Charles Hatton","In 17th-century England, an outlaw clan kidnaps a young girl, who grows up among them. The farm boy who met her just before the kidnapping eventually rescues her, and they fall in love.",6.7,254,,,,,14,7
tt0013367,The Man from Beyond,The Man from Beyond,1922,4/2/1922,Mystery,74,USA,English,Burton L. King,"Harry Houdini, Coolidge Streeter",Houdini Picture Corporation,"Harry Houdini, Arthur Maude, Albert Tavernier, Erwin Connelly, Frank Montgomery, Luis Alberni, Yale Benner, Jane Connelly, Nita Naldi",A man who has been frozen in the Arctic ice for 100 years returns to civilization to find his lost love.,5.5,192,,,,,12,8
tt0013372,Manslaughter,Manslaughter,1922,9/24/1922,Drama,100,USA,,Cecil B. DeMille,"Jeanie Macpherson, Alice Duer Miller",Paramount Pictures,"Leatrice Joy, Thomas Meighan, Lois Wilson, John Miltern, George Fawcett, Julia Faye, Edythe Chapman, Jack Mower, Dorothy Cumming, Casson Ferguson, Michael D. Moore, James Neill, Sylvia Ashton, Raymond Hatton, Mabel Van Buren",Society-girl thrill seeker Lydia causes the death of motorcycle policeman and is prosecuted by her fiancé Daniel who describes in lurid detail the downfall of Rome. While she's in prison she reforms and Daniel becomes a wasted alcoholic.,6.2,395,"$385,000 ",,,,11,4
tt0013386,Merry-Go-Round,Merry-Go-Round,1923,9/3/1923,Drama,110,USA,English,"Rupert Julian, Erich von Stroheim","Finis Fox, Harvey Gates",Universal Pictures,"Norman Kerry, Mary Philbin, Cesare Gravina, Edith Murgatroyd, George Hackathorne, George Siegmann, Dale Fuller, Lillian Sylvester, Spottiswoode Aitken, Dorothy Wallace, Albert Edmondson, Albert Conti, Charles King, Fenwick Oliver, Sidney Bracey","A nobleman, posing as a necktie salesman, falls in love with the daughter of a circus puppeteer, even though he is already married to the daughter of his country's war minister.",6.7,270,,,,,5,1
tt0013402,Monte Cristo,Monte Cristo,1922,9/3/1922,"Drama, Romance",100,USA,,Emmett J. Flynn,"Alexandre Dumas, Bernard McConville",Fox Film Corporation,"John Gilbert, Estelle Taylor, Robert McKim, William V. Mong, Virginia Brown Faire, George Siegmann, Spottiswoode Aitken, Ralph Cloninger, Albert Prisco, Al W. Filson, Harry Lonsdale, Francis McDonald, Jack Cosgrave, Maude George, Renée Adorée","A film adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the ...",6.7,310,,"$248,450 ",,,5,8
tt0013404,Moran of the Lady Letty,Moran of the Lady Letty,1922,2/5/1922,Adventure,68,USA,,George Melford,"Monte M. Katterjohn, Frank Norris",Famous Players-Lasky Corporation,"Dorothy Dalton, Charles Brinley, Emilius Jorgensen, Rudolph Valentino, Maude Wayne, Walter Long, George Kuwa, Cecil Holland",A milquetoast young man of society toughens up once he's shanghaied and falls for the captain's tomboy daughter.,6.5,297,,,,,14,5
tt0013428,Nathan der Weise,Nathan der Weise,1922,9/21/1923,"Drama, History",128,Germany,German,Manfred Noa,"Gotthold Ephraim Lessing, Hans Kyser",Bavaria Film,"Fritz Greiner, Carl de Vogt, Lia Eibenschütz, Werner Krauss, Bella Muzsnay, Margarete Kupfer, Rudolf Lettinger, Ferdinand Martini, Ernst Schrumpf, Max Schreck, Wolfgang von Schwindt, Ernst Matray","One of the main works of the Age of Enlightenment, a powerful plea in favour of tolerance, humanity and freedom of opinion. Set in the age of the crusades, it deals with the relations ...",6.9,105,,,,,,2
tt0013442,Nosferatu,"Nosferatu, eine Symphonie des Grauens",1922,3/4/1922,"Fantasy, Horror",94,Germany,German,F.W. Murnau,"Henrik Galeen, Bram Stoker",Jofa-Atelier Berlin-Johannisthal,"Max Schreck, Gustav von Wangenheim, Greta Schröder, Georg H. Schnell, Ruth Landshoff, Gustav Botz, Alexander Granach, John Gottowt, Max Nemetz, Wolfgang Heinz, Albert Venohr, Eric van Viele",Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,7.9,82873,,,"$19,054 ",,408,192
tt0013450,Oliver Twist,Oliver Twist,1922,10/30/1922,Drama,98,USA,English,Frank Lloyd,"Walter Anthony, Charles Dickens",Jackie Coogan Productions,"Jackie Coogan, James A. Marcus, Aggie Herring, Lewis Sargent, Joan Standing, Carl Stockdale, Edouard Trebaol, Lon Chaney, Taylor Graves, George Siegmann, Gladys Brockwell, Lionel Belmore, Florence Hale, Joseph Hazelton, Gertrude Claire","An orphan named Oliver Twist meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",6.7,676,"$175,000 ",,,,18,2
tt0013469,Othello,Othello,1922,9/17/1922,"Drama, Romance",79,Germany,German,Dimitri Buchowetzki,"Dimitri Buchowetzki, Karl Mueller-Hagens",Wörner-Filmgesellschaft,"Emil Jannings, Werner Krauss, Ica von Lenkeffy, Theodor Loos, Ferdinand von Alten, Friedrich Kühne, Magnus Stifter, Lya De Putti, Ludwig Rex",Based on Shakespeare's play: The treacherous Iago plans to ruin the life of Othello by provoking him to jealousy.,6.4,225,,,,,10,5
tt0013496,Phantom,Phantom,1922,11/13/1922,"Drama, Romance",125,Germany,German,F.W. Murnau,"Gerhart Hauptmann, Thea von Harbou",Uco-Film GmbH,"Alfred Abel, Frida Richard, Aud Egede-Nissen, Hans Heinrich von Twardowski, Adolf Klein, Olga Engl, Lya De Putti, Ilka Grüning, Grete Berger, Anton Edthofer, Karl Etlinger, Lil Dagover, Heinrich Witte, Wilhelm Diegelmann, Gerhart Hauptmann",A shiftless young man becomes obsessed with a mysterious woman and yearns to find her again.,6.9,1436,,,,,17,23
tt0013515,The Prisoner of Zenda,The Prisoner of Zenda,1922,9/11/1922,"Adventure, Romance",125,USA,None,Rex Ingram,"Anthony Hope, Mary O'Hara",Metro Pictures Corporation,"Lewis Stone, Alice Terry, Robert Edeson, Stuart Holmes, Ramon Novarro, Barbara La Marr, Malcolm McGregor, Edward Connelly, Lois Lee, John George, Snitz Edwards, Fairfax Burger, S.E. Jennings","When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",6.7,419,"$323,062 ",,,,15,5
tt0013556,Robin Hood,Robin Hood,1922,10/18/1922,"Adventure, Family, Romance",143,USA,English,Allan Dwan,Douglas Fairbanks,Douglas Fairbanks Pictures,"Wallace Beery, Sam De Grasse, Enid Bennett, Paul Dickey, William Lowery, Roy Coulson, Billie Bennett, Merrill McCormick, Wilson Benge, Willard Louis, Alan Hale, Bud Geary, Lloyd Talman, Douglas Fairbanks",A nobleman becomes the vigilante Robin Hood who protects the oppressed English people from the tyrannical Prince John.,7.2,1886,"$1,500,000 ",,,,24,17
